id,date,store_nbr,family,sales,onpromotion,city,state,type,cluster,transactions,dcoilwtico,is_holiday,year,month,day,day_of_week,week_of_year,is_weekend,quarter,has_promotion,lag_1,lag_7,lag_14,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_std_7,rolling_std_28,avg_daily_sales_7,avg_daily_sales_14,supplier_lead_time,simulated_stock_on_hand,reorder_point,days_until_stockout,stockout_risk_flag,reorder_urgency_score,forecast_next_day_sales,forecast_next_7_days,recommended_action,priority_score,priority_rank
3000874,2017-08-15,9,LADIESWEAR,10.0,0,Quito,Pichincha,B,6,2155.0,47.57,1,2017,8,15,1,33,0,3,0,6.0,8.0,16.0,6.714285714285714,10.785714285714286,12.321428571428571,3.988077469754258,8.322453214841605,6.714285714285714,10.785714285714286,4.0,108.0,52.0,16.085106382978722,0,-56.0,6.714285714285714,47.0,Overstock risk,0.0,13074.0
2999422,2017-08-15,18,LADIESWEAR,4.0,0,Quito,Pichincha,B,16,1343.0,47.57,1,2017,8,15,1,33,0,3,0,9.0,7.0,3.0,7.428571428571429,10.5,11.178571428571429,3.644957377763603,6.283744881473945,7.428571428571429,10.5,4.0,105.0,50.0,14.134615384615383,0,-55.0,7.428571428571429,52.0,Overstock risk,0.0,13074.0
3000183,2017-08-15,39,LINGERIE,8.0,3,Cuenca,Azuay,B,6,1425.0,47.57,1,2017,8,15,1,33,0,3,1,2.0,10.0,5.0,6.714285714285714,10.142857142857142,7.821428571428571,3.860668582611287,7.303239116125224,6.714285714285714,10.142857142857142,4.0,101.0,49.0,15.04255319148936,0,-52.0,6.714285714285714,47.0,Overstock risk,0.0,13074.0
2999370,2017-08-15,17,AUTOMOTIVE,9.0,0,Quito,Pichincha,C,12,1504.0,47.57,1,2017,8,15,1,33,0,3,0,14.0,3.0,8.0,6.0,9.071428571428571,8.75,4.0414518843273735,5.979130371550697,6.0,9.071428571428571,4.0,91.0,44.0,15.166666666666666,0,-47.0,6.0,42.0,Overstock risk,0.0,13074.0
3000560,2017-08-15,5,BEAUTY,7.0,2,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1310.0,47.57,1,2017,8,15,1,33,0,3,1,6.0,8.0,3.0,5.714285714285714,8.214285714285714,6.857142857142857,2.5634797778466334,4.436500837657954,5.714285714285714,8.214285714285714,4.0,82.0,39.0,14.35,0,-43.0,5.714285714285714,40.0,Overstock risk,0.0,13074.0
3000043,2017-08-15,35,GROCERY II,9.0,0,Playas,Guayas,C,3,612.0,47.57,1,2017,8,15,1,33,0,3,0,1.0,6.0,5.0,4.0,7.071428571428571,7.714285714285714,2.1602468994692887,5.6559188457241785,4.0,7.071428571428571,4.0,71.0,34.0,17.75,0,-37.0,4.0,28.0,Overstock risk,0.0,13074.0
2999766,2017-08-15,28,AUTOMOTIVE,6.0,0,Guayaquil,Guayas,E,10,1343.0,47.57,1,2017,8,15,1,33,0,3,0,4.0,4.0,13.0,4.285714285714286,6.857142857142857,7.357142857142857,2.0586634591637405,4.364963923437406,4.285714285714286,6.857142857142857,4.0,69.0,33.0,16.1,0,-36.0,4.285714285714286,30.0,Overstock risk,0.0,13074.0
2999636,2017-08-15,24,BEAUTY,2.0,2,Guayaquil,Guayas,D,1,2138.0,47.57,1,2017,8,15,1,33,0,3,1,7.0,7.0,4.0,3.857142857142857,5.642857142857143,5.035714285714286,2.6726124191242504,2.6314640743516198,3.857142857142857,5.642857142857143,4.0,56.0,27.0,14.51851851851852,0,-29.0,3.857142857142857,27.0,Overstock risk,0.0,13074.0
2999700,2017-08-15,26,AUTOMOTIVE,3.0,0,Guayaquil,Guayas,D,10,534.0,47.57,1,2017,8,15,1,33,0,3,0,3.0,2.0,5.0,2.7142857142857144,4.357142857142857,4.642857142857143,1.2535663410560411,3.3022358947782564,2.7142857142857144,4.357142857142857,4.0,44.0,21.0,16.210526315789473,0,-23.0,2.7142857142857144,19.0,Overstock risk,0.0,13074.0
2999166,2017-08-15,10,PLAYERS AND ELECTRONICS,2.0,0,Quito,Pichincha,C,15,1010.0,47.57,1,2017,8,15,1,33,0,3,0,3.0,3.0,9.0,3.0,4.285714285714286,4.0,1.0000000000000415,2.788866755113581,3.0,4.285714285714286,4.0,43.0,21.0,14.333333333333334,0,-22.0,3.0,21.0,Overstock risk,0.0,13074.0
2999423,2017-08-15,18,LAWN AND GARDEN,0.0,0,Quito,Pichincha,B,16,1343.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,1.0,11.0,1.1428571428571428,4.071428571428571,5.178571428571429,1.0690449676497986,3.53871258687205,1.1428571428571428,4.071428571428571,4.0,41.0,20.0,35.875,0,-21.0,1.1428571428571428,8.0,Overstock risk,0.0,13074.0
3000655,2017-08-15,51,SCHOOL AND OFFICE SUPPLIES,0.0,0,Guayaquil,Guayas,A,17,1573.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,5.0,4.0,1.7142857142857142,3.7142857142857135,4.142857142857143,2.2886885410839666,2.94032356136153,1.7142857142857142,3.7142857142857135,4.0,37.0,18.0,21.583333333333336,0,-19.0,1.7142857142857142,12.0,Overstock risk,0.0,13074.0
3000164,2017-08-15,39,BEAUTY,5.0,1,Cuenca,Azuay,B,6,1425.0,47.57,1,2017,8,15,1,33,0,3,1,6.0,3.0,1.0,2.2857142857142856,3.357142857142857,3.142857142857143,1.8898223650461008,2.256091108520884,2.2857142857142856,3.357142857142857,4.0,34.0,16.0,14.875,0,-18.0,2.2857142857142856,16.0,Overstock risk,0.0,13074.0
2999198,2017-08-15,11,PET SUPPLIES,0.0,0,Cayambe,Pichincha,B,6,2360.0,47.57,1,2017,8,15,1,33,0,3,0,5.0,2.0,1.0,2.142857142857143,3.2142857142857144,2.892857142857143,1.463850109422807,2.643500565177781,2.142857142857143,3.2142857142857144,4.0,32.0,15.0,14.933333333333334,0,-17.0,2.142857142857143,15.0,Overstock risk,0.0,13074.0
3000228,2017-08-15,40,AUTOMOTIVE,5.0,0,Machala,El Oro,C,3,1392.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,3.0,0.0,1.8571428571428568,3.071428571428572,3.857142857142857,1.3451854182691096,2.837764974924819,1.8571428571428568,3.071428571428572,4.0,31.0,15.0,16.692307692307693,0,-16.0,1.8571428571428568,12.999999999999996,Overstock risk,0.0,13074.0
2999732,2017-08-15,26,SEAFOOD,2.0,0,Guayaquil,Guayas,D,10,534.0,47.57,1,2017,8,15,1,33,0,3,0,1.0,3.0,0.0,2.0,2.857142857142857,2.642857142857143,1.527525231651928,2.4223387186198524,2.0,2.857142857142857,4.0,29.0,14.0,14.5,0,-15.0,2.0,14.0,Overstock risk,0.0,13074.0
3000216,2017-08-15,4,LINGERIE,3.0,0,Quito,Pichincha,D,9,1283.0,47.57,1,2017,8,15,1,33,0,3,0,1.0,2.0,2.0,1.7142857142857142,2.5,2.0357142857142856,1.112697280528559,2.0634768009202977,1.7142857142857142,2.5,4.0,25.0,12.0,14.583333333333334,0,-13.0,1.7142857142857142,12.0,Overstock risk,0.0,13074.0
3000354,2017-08-15,43,PLAYERS AND ELECTRONICS,4.0,0,Esmeraldas,Esmeraldas,E,10,1482.0,47.57,1,2017,8,15,1,33,0,3,0,1.0,2.0,2.0,0.8571428571428571,2.071428571428572,2.75,1.2149857925879497,2.382420182487928,0.8571428571428571,2.071428571428572,4.0,21.0,10.0,24.5,0,-11.0,0.8571428571428571,6.0,Overstock risk,0.0,13074.0
3000176,2017-08-15,39,HARDWARE,1.0,0,Cuenca,Azuay,B,6,1425.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,0.0,1.0,1.0,1.9285714285714288,1.7857142857142858,1.1547005383792344,2.1318943559598686,1.0,1.9285714285714288,4.0,19.0,9.0,19.0,0,-10.0,1.0,7.0,Overstock risk,0.0,13074.0
2999929,2017-08-15,31,SCHOOL AND OFFICE SUPPLIES,1.0,0,Babahoyo,Los Rios,B,10,1360.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,0.0,4.0,1.0,1.9285714285714288,2.0,1.414213562374701,2.0727509006859144,1.0,1.9285714285714288,4.0,19.0,9.0,19.0,0,-10.0,1.0,7.0,Overstock risk,0.0,13074.0
3000853,2017-08-15,8,SCHOOL AND OFFICE SUPPLIES,0.0,0,Quito,Pichincha,D,8,2621.0,47.57,1,2017,8,15,1,33,0,3,0,1.0,2.0,0.0,0.8571428571428571,1.7142857142857142,1.1071428571428572,0.8997354108424369,2.514245129542578,0.8571428571428571,1.7142857142857142,4.0,17.0,8.0,19.833333333333336,0,-9.0,0.8571428571428571,6.0,Overstock risk,0.0,13074.0
2999339,2017-08-15,16,BEAUTY,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,742.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,2.0,0.0,0.8571428571428571,1.7142857142857142,1.5357142857142858,1.2149857925879122,1.7946864547601271,0.8571428571428571,1.7142857142857142,4.0,17.0,8.0,19.833333333333336,0,-9.0,0.8571428571428571,6.0,Overstock risk,0.0,13074.0
2999521,2017-08-15,20,LADIESWEAR,0.0,0,Quito,Pichincha,B,6,1516.0,47.57,1,2017,8,15,1,33,0,3,0,2.0,0.0,0.0,0.8571428571428571,1.5714285714285714,2.571428571428572,1.2149857925883525,2.80777454287147,0.8571428571428571,1.5714285714285714,4.0,16.0,8.0,18.666666666666668,0,-8.0,0.8571428571428571,6.0,Overstock risk,0.0,13074.0
2999270,2017-08-15,13,SEAFOOD,1.0,0,Latacunga,Cotopaxi,C,15,842.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,1.0,1.0,0.8571428571428571,1.3571428571428572,2.0357142857142856,0.8997354108424546,1.933757479473056,0.8571428571428571,1.3571428571428572,4.0,14.0,7.0,16.333333333333336,0,-7.0,0.8571428571428571,6.0,Overstock risk,0.0,13074.0
3000410,2017-08-15,45,HOME APPLIANCES,0.0,0,Quito,Pichincha,A,11,3685.0,47.57,1,2017,8,15,1,33,0,3,0,1.0,0.0,0.0,0.7142857142857143,1.0714285714285714,0.9285714285714286,0.7559289460184423,0.9786071518602032,0.7142857142857143,1.0714285714285714,4.0,11.0,5.0,15.4,0,-6.0,0.7142857142857143,5.0,Overstock risk,0.0,13074.0
2999171,2017-08-15,10,SEAFOOD,11.0,0,Quito,Pichincha,C,15,1010.0,47.57,1,2017,8,15,1,33,0,3,0,1.0,1.0,6.0,0.7142857142857143,1.0714285714285714,1.4285714285714286,0.4879500364742054,1.8141128109919895,0.7142857142857143,1.0714285714285714,4.0,11.0,5.0,15.4,0,-6.0,0.7142857142857143,5.0,Overstock risk,0.0,13074.0
3000725,2017-08-15,54,BEAUTY,0.0,0,El Carmen,Manabi,C,3,802.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,1.0,2.0,0.1428571428571428,1.0714285714285714,1.5714285714285714,0.3779644730092275,1.619981056783883,0.1428571428571428,1.0714285714285714,4.0,11.0,5.0,77.0,0,-6.0,0.1428571428571428,0.9999999999999996,Overstock risk,0.0,13074.0
2999780,2017-08-15,28,HARDWARE,0.0,0,Guayaquil,Guayas,E,10,1343.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,0.0,3.0,0.4285714285714285,1.0,0.8928571428571429,0.7867957924694557,1.4488638132020386,0.4285714285714285,1.0,4.0,10.0,5.0,23.333333333333336,0,-5.0,0.4285714285714285,2.9999999999999996,Overstock risk,0.0,13074.0
2999186,2017-08-15,11,HARDWARE,1.0,0,Cayambe,Pichincha,B,6,2360.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,0.0,2.0,0.4285714285714285,0.7857142857142857,0.7857142857142857,0.5345224838248401,1.0312575156051282,0.4285714285714285,0.7857142857142857,4.0,8.0,4.0,18.666666666666668,0,-4.0,0.4285714285714285,2.9999999999999996,Overstock risk,0.0,13074.0
2999371,2017-08-15,17,BABY CARE,0.0,0,Quito,Pichincha,C,12,1504.0,47.57,1,2017,8,15,1,33,0,3,0,1.0,0.0,2.0,0.4285714285714285,0.7142857142857143,0.75,0.5345224838248465,0.8443713418650372,0.4285714285714285,0.7142857142857143,4.0,7.0,3.0,16.333333333333336,0,-4.0,0.4285714285714285,2.9999999999999996,Overstock risk,0.0,13074.0
2999867,2017-08-15,30,BEAUTY,0.0,0,Guayaquil,Guayas,C,3,825.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,1.0,0.0,0.2857142857142857,0.7142857142857143,1.0,0.4879500364742671,1.122167215373563,0.2857142857142857,0.7142857142857143,4.0,7.0,3.0,24.5,0,-4.0,0.2857142857142857,2.0,Overstock risk,0.0,13074.0
3000856,2017-08-15,9,BABY CARE,0.0,0,Quito,Pichincha,B,6,2155.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,0.0,0.0,0.4285714285714285,0.5714285714285714,0.3571428571428571,0.786795792469445,0.8261595987094037,0.4285714285714285,0.5714285714285714,4.0,6.0,3.0,14.0,0,-3.0,0.4285714285714285,2.9999999999999996,Overstock risk,0.0,13074.0
2999219,2017-08-15,12,HARDWARE,0.0,0,Latacunga,Cotopaxi,C,15,1096.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,1.0,1.0,0.2857142857142857,0.5,0.4642857142857143,0.4879500364742741,0.5762035942360839,0.2857142857142857,0.5,4.0,5.0,2.0,17.5,0,-3.0,0.2857142857142857,2.0,Overstock risk,0.0,13074.0
3000559,2017-08-15,5,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1310.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,1.0,0.0,0.2857142857142857,0.5,0.4285714285714285,0.4879500364742628,0.7417981870189158,0.2857142857142857,0.5,4.0,5.0,2.0,17.5,0,-3.0,0.2857142857142857,2.0,Overstock risk,0.0,13074.0
2999153,2017-08-15,10,HARDWARE,1.0,0,Quito,Pichincha,C,15,1010.0,47.57,1,2017,8,15,1,33,0,3,0,1.0,0.0,0.0,0.1428571428571428,0.5,0.3928571428571428,0.3779644730092261,0.6288900106557933,0.1428571428571428,0.5,4.0,5.0,2.0,35.0,0,-3.0,0.1428571428571428,0.9999999999999996,Overstock risk,0.0,13074.0
3000641,2017-08-15,51,HOME APPLIANCES,0.0,0,Guayaquil,Guayas,A,17,1573.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,1.0,0.0,0.1428571428571428,0.3571428571428571,0.3928571428571428,0.3779644730092575,0.8317445171439052,0.1428571428571428,0.3571428571428571,4.0,4.0,2.0,28.0,0,-2.0,0.1428571428571428,0.9999999999999996,Overstock risk,0.0,13074.0
2999717,2017-08-15,26,HOME APPLIANCES,0.0,0,Guayaquil,Guayas,D,10,534.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,0.0,0.0,0.1428571428571428,0.3571428571428571,0.4285714285714285,0.3779644730092297,0.6341264874742277,0.1428571428571428,0.3571428571428571,4.0,4.0,2.0,28.0,0,-2.0,0.1428571428571428,0.9999999999999996,Overstock risk,0.0,13074.0
3000506,2017-08-15,48,HARDWARE,0.0,0,Quito,Pichincha,A,14,2722.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,0.0,0.0,0.1428571428571428,0.2857142857142857,0.5357142857142857,0.3779644730092263,0.8811668550592556,0.1428571428571428,0.2857142857142857,4.0,3.0,1.0,21.0,0,-2.0,0.1428571428571428,0.9999999999999996,Overstock risk,0.0,13074.0
3000820,2017-08-15,7,SCHOOL AND OFFICE SUPPLIES,2.0,0,Quito,Pichincha,D,8,1780.0,47.57,1,2017,8,15,1,33,0,3,0,1.0,0.0,1.0,0.1428571428571428,0.2857142857142857,0.3214285714285714,0.3779644730092213,0.4755948656056804,0.1428571428571428,0.2857142857142857,4.0,3.0,1.0,21.0,0,-2.0,0.1428571428571428,0.9999999999999996,Overstock risk,0.0,13074.0
2999552,2017-08-15,21,HOME APPLIANCES,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,1059.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,1.0,0.0,0.1428571428571428,0.2142857142857142,0.2857142857142857,0.377964473009224,0.5345224838248488,0.1428571428571428,0.2142857142857142,4.0,2.0,1.0,14.0,0,-1.0,0.1428571428571428,0.9999999999999996,Overstock risk,0.0,13074.0
3000793,2017-08-15,7,BOOKS,0.0,0,Quito,Pichincha,D,8,1780.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,1.0,0.0,0.1428571428571428,0.2142857142857142,0.1428571428571428,0.377964473009215,0.3563483225498877,0.1428571428571428,0.2142857142857142,4.0,2.0,1.0,14.0,0,-1.0,0.1428571428571428,0.9999999999999996,Overstock risk,0.0,13074.0
2999173,2017-08-15,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,6,2360.0,47.57,1,2017,8,15,1,33,0,3,0,1.0,0.0,1.0,0.1428571428571428,0.2142857142857142,0.2142857142857142,0.3779644730092248,0.4178554470186715,0.1428571428571428,0.2142857142857142,4.0,2.0,1.0,14.0,0,-1.0,0.1428571428571428,0.9999999999999996,Overstock risk,0.0,13074.0
